日期,日度加权情绪总和,帖子数,情绪均值,指数1_强度*热度,归一化情绪因子,情绪拟合值
2023-03-29,-33.90993280878941,11,-3.0827211644354007,-7.660274320947734,-0.3453944583638509,0.052999580906702315
2023-03-30,82.20065791516053,30,2.740021930505351,9.409200249364064,0.4810166652886575,0.08192526357941401
2023-03-31,105.8728803210281,17,6.227816489472241,18.000704894530603,0.7484859056645393,0.08087558153987133
2023-04-03,45.103898252080846,13,3.4695306347754498,9.15629025202883,0.470880263139348,0.09134581386889518
2023-04-04,5.350429823494773,13,0.4115715248842133,1.0861608494066115,0.0927531007776097,0.09660703203252108
2023-04-05,-13.770036366531368,2,-6.885018183265684,-7.563965583839065,-0.3409917115067559,0.0775431685527853
2023-04-06,-54.14575524712665,18,-3.0080975137292585,-8.857159572558086,-0.398803552039169,0.0754942976601173
2023-04-07,84.76493624433242,10,8.476493624433243,20.325743991934,0.7968718610167733,0.08951615794242519
2023-04-08,-3.309272838206077,4,-0.8273182095515192,-1.3315172920993146,-0.0322482915700181,0.08697442514646289
2023-04-09,-19.840595636339152,2,-9.920297818169576,-10.898561090288537,-0.4838564144033416,0.06905234100605247
2023-04-10,-5.736676492790009,2,-2.8683382463950045,-3.1511916455462883,-0.1258806000200736,0.06586496177106899
2023-04-11,19.04601067743768,5,3.809202135487536,6.825173996463521,0.3717104631376369,0.07461850951750959
2023-04-12,9.504858557233854,13,0.7311429659410658,1.929528203263409,0.1358767318383715,0.0571527238439913
2023-04-13,-27.92682907751278,16,-1.7454268173445489,-4.945166549974148,-0.2160534670677131,0.06331494196162513
2023-04-14,9.233395080252937,21,0.4396854800120445,1.3590864848424589,0.1067546702583463,0.08465799925352965
2023-04-16,-17.5338239287968,1,-17.5338239287968,-12.153520620680004,-0.53207647232472,0.07585216626950347
2023-04-17,-19.34415305569915,17,-1.137891356217597,-3.2889290395655064,-0.1328983946723723,0.0738259554688494
2023-04-18,18.31062428918711,17,1.0770955464227712,3.113206547936115,0.1955087567128405,0.05247225995736354
2023-04-19,-7.841008942867189,10,-0.7841008942867189,-1.8801918278070984,-0.0606164478851582,0.04121420876064241
2023-04-20,-3.0115613964775765,6,-0.5019268994129295,-0.9767046476514848,-0.0138728025976819,0.049648079357683464
2023-04-21,28.808162167361704,22,1.3094619166982593,4.10581026578689,0.2444425263113962,0.05687794357273751
2023-04-22,-2.373523569306517,2,-1.1867617846532583,-1.3037910803417667,-0.0308129952797766,0.04856630177432715
2023-04-23,95.09537333602668,14,6.792526666859048,18.394503206179767,0.7573235994129254,0.06052906650712776
2023-04-24,-42.31609339104429,27,-1.5672627181868253,-5.222439898171588,-0.2297072966080713,0.03319001933596468
2023-04-25,-70.87306164717594,32,-2.2147831764742483,-7.744006123550959,-0.349209943484878,0.039931371817811034
2023-04-26,22.83451267573865,18,1.2685840375410362,3.73526828848417,0.2263060717581786,0.041934267921980115
2023-04-27,-12.26997898897481,16,-0.7668736868109256,-2.1727167626783017,-0.0757038752981455,0.035395483406313405
2023-04-28,-9.202005693493092,10,-0.9202005693493092,-2.2065445952690776,-0.0774464967237444,0.03480240938463035
2023-04-29,20.39199112939316,3,6.797330376464386,9.423100771561522,0.4815701135597054,0.06071257216722011
2023-04-30,0.3531266225920015,1,0.3531266225920015,0.2447687228303017,0.0493807731132022,0.06771444501847737
2023-05-01,20.23957034013372,1,20.23957034013372,14.02900111700838,0.6432490190354215,0.042165066709327986
2023-05-03,-1.470180728534764,4,-0.367545182133691,-0.5915411506584589,0.0060847463279447,0.025911380452607085
